articleNo,complexNo,articleName,articleRealEstateTypeName,tradeTypeName,floorInfo,priceChangeState,isPriceModification,dealOrWarrantPrc,rentPrc,areaName,pyeongName,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,tagList,buildingName,sameAddrCnt,sameAddrMaxPrc,sameAddrMinPrc,cpName,cpPcArticleUrl,latitude,longitude,realtorName,complexName,매물등록경과일,householdCountByPyeong,dealCount_x,leaseCount_x,rentCount_x,shortTermRentCount_x,roomCnt,bathroomCnt,averageTotalPrice,dealPriceMin2,dealPriceMax2,dealPricePerSpaceMin,dealPricePerSpaceMax,dealPriceString,dealPricePerSpaceString,leasePriceString,leasePricePerSpaceString,leasePriceRateString,rentPriceString,rentDepositPriceMin2,rentPriceMin2,rentDepositPriceMax2,rentPriceMax2,매매매물출현율_x,전세매물출현율_x,월세매물출현율_x,provider,baseYearMonthDay,dealUpperPriceLimit,dealAveragePrice,dealLowPriceLimit,dealAveragePriceChangeAmount,leaseUpperPriceLimit,leaseAveragePrice,leaseLowPriceLimit,leaseAveragePriceChangeAmount,rentLowPrice,deposit,rentUpperPrice,upperPriceLimit,averagePriceLimit,lowPriceLimit,priceChangeAmount,leasePerDealRate,floorType,downloadDate,pyeongName3,buildingName2,dealOrWarrantPrc2,pyeong_max_5,pyeong_max_5_DT,pyeong_avg_5,pyeong_med_5,pyeong_min_5,pyeong_min_5_DT,pyeong_max_3,pyeong_max_3_DT,pyeong_avg_3,pyeong_med_3,pyeong_min_3,pyeong_min_3_DT,pyeong_max_1,pyeong_max_1_DT,pyeong_avg_1,pyeong_med_1,pyeong_min_1,pyeong_min_1_DT,pyeongtype_max_5,pyeongtype_avg_5,pyeongtype_min_5,pyeongtype_max_3,pyeongtype_avg_3,pyeongtype_min_3,pyeongtype_max_1,pyeongtype_avg_1,pyeongtype_min_1,totalHouseholdCount,totalLeaseHouseholdCount,permanentLeaseHouseholdCount,nationLeaseHouseholdCount,civilLeaseHouseholdCount,publicLeaseHouseholdCount,longTermLeaseHouseholdCount,etcLeaseHouseholdCount,highFloor,lowFloor,useApproveYmd,totalDongCount,maxSupplyArea,minSupplyArea,dealCount_y,rentCount_y,leaseCount_y,shortTermRentCount_y,batlRatio,btlRatio,parkingPossibleCount,parkingCountByHousehold,constructionCompanyName,pyoengNames,매매매물출현율_y,전세매물출현율_y,월세매물출현율_y,schoolName,walkTime,latestdealDate,latestdealAmount,latestdealFloor,real_price_median,bubble_score,real_max_5_gap,real_min_5_gap,kb_upper_gap,deal_min_gap
2510888858,140889,광교에듀포레,아파트,매매,고/29,SAME,False,12억,,113A,34A,113,84,남동향,2025-03-01,트인전망.집깨끗.세안고.초.중.바로앞.광교학원가.전철역도보,['15년이내' '방세개' '화장실두개' '고층'],5001동,2,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510888858,37.284092,127.052793,광교에듀포레공인중개사사무소,광교에듀포레,10,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39,34,5001,120000,120700,2024-12-24,110500.0,114500.0,90000,2024-10-31,120700,2024-12-24,110500.0,114500.0,90000,2024-10-31,120700,2024-12-24,111722.22222222222,114500.0,90000,2024-10-31,120700.0,110500.0,90000.0,120700.0,110500.0,90000.0,120700.0,111722.22222222222,90000.0,224,2,0,0,0,2,0,0,29,18,2014-06-26,3,113.4,100.92,16,1,1,0,177,12,325,1.45,대창기업(주),"100B㎡, 101A㎡, 101C㎡, 113A㎡",7.1%,0.4%,0.4%,신풍초등학교,2,2024-12-24,120700,25,114500.0,94.35483870967741,-0.5799502899751396%,33.33333333333333%,-0.8264462809917328%,0.0%
2510856643,140889,광교에듀포레,아파트,매매,중/20,SAME,False,12억 2000,,100B,30B,100,75,남서향,2025-03-01,판상형입주날짜협의초중고학원가인접전철역도보7분,['15년이내' '방세개' '화장실두개' '중층'],5002동,1,12억 2000,12억 2000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510856643,37.283678,127.052822,광교에듀포레공인중개사사무소,광교에듀포레,10,18,3,0,1,0,3,2,330353,105000,122000,3439,3996,10억 5000~12억 2000,(3439~3996만원/3.3㎡),,,,1억/230,10000.0,230.0,10000.0,230.0,16.7%,5.6%,0.0%,kbstar,2025-03-07,110000,106000,96500,0,66500,64500,60000,0,200,10000,210,66500,64500,60000,0,60~62%,중층,2025-03-11 22:19:39,30,5002,122000,133000,2021-07-31,106357.14285714286,107000.0,87000,2022-11-15,120000,2024-05-13,104217.64705882352,103000.0,87000,2022-11-15,120000,2024-05-13,107600.0,107850.0,102000,2024-09-20,120000.0,109850.0,102000.0,120000.0,109850.0,102000.0,120000.0,109850.0,102000.0,224,2,0,0,0,2,0,0,29,18,2014-06-26,3,113.4,100.92,16,1,1,0,177,12,325,1.45,대창기업(주),"100B㎡, 101A㎡, 101C㎡, 113A㎡",7.1%,0.4%,0.4%,신풍초등학교,2,2025-02-04,107000,5,107000.0,78.84615384615384,-8.270676691729328%,40.22988505747127%,10.909090909090914%,16.1904761904762%
2510603996,140889,광교에듀포레,아파트,매매,고/29,SAME,False,12억 5000,,113A,34A,113,84,남동향,2025-02-27,주인거주.집깨끗.트인전망.초.중.학원가바로 앞.전철역도보.백화점도보,['15년이내' '방세개' '화장실두개' '고층'],5003동,1,12억 5000,12억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2510603996,37.28359,127.05342,광교에듀포레공인중개사사무소,광교에듀포레,12,115,9,1,0,0,3,2,371194,120000,130000,3498,3790,12억~13억,(3498~3790만원/3.3㎡),7억 9000,(2303만원/3.3㎡),61~66%,,,,,,7.8%,0.0%,0.0%,kbstar,2025-03-07,121000,116000,106500,0,77000,69000,66500,0,215,10000,250,77000,69000,66500,0,62~63%,고층,2025-03-11 22:19:39,34,5003,125000,120700,2024-12-24,110500.0,114500.0,90000,2024-10-31,120700,2024-12-24,110500.0,114500.0,90000,2024-10-31,120700,2024-12-24,111722.22222222222,114500.0,90000,2024-10-31,120700.0,110500.0,90000.0,120700.0,110500.0,90000.0,120700.0,111722.22222222222,90000.0,224,2,0,0,0,2,0,0,29,18,2014-06-26,3,113.4,100.92,16,1,1,0,177,12,325,1.45,대창기업(주),"100B㎡, 101A㎡, 101C㎡, 113A㎡",7.1%,0.4%,0.4%,신풍초등학교,2,2024-12-24,120700,25,114500.0,134.67741935483872,3.562551781275891%,38.888888888888886%,3.305785123966931%,4.166666666666674%
2512839460,136913,광교더리브,아파트,전세,6/27,SAME,False,6억 5000,,112E,34E,112,84,남동향,2025-03-11,융자무  하시입주가능,['15년이내' '융자금없는' '방세개' '화장실두개'],6205동,3,6억 5000,6억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512839460,37.288321,127.064415,더리브 축복공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39,34,6205,65000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,,,,,
2512795744,136913,광교더리브,아파트,매매,4/23,SAME,False,11억,,99B,30B,99,74,남서향,2025-03-11,원천호수뷰 주인거주 조율가능,['15년이내' '방세개' '화장실두개' '세대당1대'],6204동,5,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512795744,37.288242,127.06393,더리브 행복한광교공인중개사사무소,광교더리브,0,36,6,0,0,0,3,2,285127,105000,110000,3499,3666,10억 5000~11억,(3499~3666만원/3.3㎡),,,,,,,,,16.7%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,저층,2025-03-11 22:19:39,30,6204,110000,112500,2021-12-27,92732.07547169812,89800.0,77000,2022-11-30,104000,2025-01-20,88697.05882352941,88750.0,77000,2022-11-30,104000,2025-01-20,95980.0,95400.0,85000,2024-05-17,112500.0,92732.07547169812,77000.0,104000.0,88697.05882352941,77000.0,104000.0,95980.0,85000.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-01-20,104000,17,89800.0,94.49339207048459,-2.2222222222222254%,42.85714285714286%,7.843137254901955%,4.761904761904767%
2512747260,136913,광교더리브,아파트,매매,26/27,SAME,False,12억,,112E,34E,112,84,남서향,2025-03-11,햇살가득한집 뻥뚫린 씨티뷰 거실바닥중문LED,['15년이내' '방세개' '화장실두개' '고층'],6207동,3,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512747260,37.289489,127.063659,광교 센트럴뷰 단지내공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39,34,6207,120000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,76.5625,-11.111111111111116%,86.04651162790698%,3.0042918454935563%,19.999999999999996%
2512786424,136913,광교더리브,아파트,매매,17/27,SAME,False,12억,,112E,34E,112,84,남동향,2025-03-11,방거실 모두 공원뷰  추천매물,['15년이내' '방세개' '화장실두개' '중층'],6209동,5,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512786424,37.290319,127.063138,더리브 행복한광교공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39,34,6209,120000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,76.5625,-11.111111111111116%,86.04651162790698%,3.0042918454935563%,19.999999999999996%
2512746587,136913,광교더리브,아파트,전세,3/24,SAME,False,6억,,112E,34E,112,84,남동향,2025-03-11,입주날짜 4월30일부터 6월30일사이에 세입자분이 정한날 편의시설인접,['15년이내' '융자금없는' '방세개' '화장실두개'],6203동,2,6억,5억 9000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512746587,37.288744,127.063521,광교 센트럴뷰 단지내공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39,34,6203,60000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,,,,,
2512839274,136913,광교더리브,아파트,매매,20/27,SAME,False,11억,,112D,34D,112,84,남동향,2025-03-11,하시입주가능 중앙공원뷰와 호수공원뷰가 최상임.,['15년이내' '방세개' '화장실두개' '고층'],6208동,5,12억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512839274,37.289879,127.063419,더리브 축복공인중개사사무소,광교더리브,0,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000.0,250.0,5000.0,250.0,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39,34,6208,110000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,122000.0,101032.25806451614,64500.0,113000.0,97378.57142857143,70500.0,113000.0,101260.0,70500.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,60.9375,-18.518518518518523%,70.54263565891472%,-5.579399141630903%,6.796116504854366%
2512839403,136913,광교더리브,아파트,매매,6/27,SAME,False,11억,,112E,34E,112,84,남동향,2025-03-11,세안고매매  중앙공원뷰이며 집상태 아주깨끗함,['15년이내' '방세개' '화장실두개' '세대당1대'],6208동,4,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512839403,37.289879,127.063419,더리브 축복공인중개사사무소,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39,34,6208,110000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,60.9375,-18.518518518518523%,70.54263565891472%,-5.579399141630903%,10.000000000000009%
2512787731,136913,광교더리브,아파트,매매,19/26,SAME,False,11억,,99A,30A,99,74,남서향,2025-03-11,여천뷰 햇살좋은집 주인거주,['15년이내' '방세개' '화장실두개' '고층'],6201동,6,11억,11억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512787731,37.289709,127.062411,더리브 행복한광교공인중개사사무소,광교더리브,0,97,6,0,0,0,3,2,285127,103000,120000,3433,3999,10억 3000~12억,(3433~3999만원/3.3㎡),,,,,,,,,6.2%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,고층,2025-03-11 22:19:39,30,6201,110000,112500,2021-12-27,92732.07547169812,89800.0,77000,2022-11-30,104000,2025-01-20,88697.05882352941,88750.0,77000,2022-11-30,104000,2025-01-20,95980.0,95400.0,85000,2024-05-17,112500.0,92732.07547169812,77000.0,104000.0,88697.05882352941,77000.0,104000.0,95980.0,85000.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-01-20,104000,17,89800.0,94.49339207048459,-2.2222222222222254%,42.85714285714286%,7.843137254901955%,6.796116504854366%
2512839520,136913,광교더리브,아파트,매매,10/24,SAME,False,10억 5000,,99B,30B,99,74,남서향,2025-03-11,하시입주  호수공원뷰가 이쁜집,['15년이내' '방세개' '화장실두개' '중층'],6203동,4,10억 5000,10억 5000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512839520,37.288744,127.063521,더리브 축복공인중개사사무소,광교더리브,0,36,6,0,0,0,3,2,285127,105000,110000,3499,3666,10억 5000~11억,(3499~3666만원/3.3㎡),,,,,,,,,16.7%,0.0%,0.0%,kbstar,2025-03-07,102000,97500,92000,0,53500,50000,46000,0,0,0,0,53500,50000,46000,0,50~52%,중층,2025-03-11 22:19:39,30,6203,105000,112500,2021-12-27,92732.07547169812,89800.0,77000,2022-11-30,104000,2025-01-20,88697.05882352941,88750.0,77000,2022-11-30,104000,2025-01-20,95980.0,95400.0,85000,2024-05-17,112500.0,92732.07547169812,77000.0,104000.0,88697.05882352941,77000.0,104000.0,95980.0,85000.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-01-20,104000,17,89800.0,83.48017621145374,-6.666666666666665%,36.36363636363635%,2.941176470588225%,0.0%
2512961888,136913,광교더리브,아파트,매매,2/27,SAME,False,10억 3000,,112D,34D,112,84,남동향,2025-03-11,더 오르기 전에 매수 추천 드려요 광교에서 가장 살기 좋은 단지,['15년이내' '방세개' '화장실두개' '세대당1대'],6207동,8,10억 3000,10억 3000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512961888,37.289489,127.063659,광교 434 공인중개사사무소,광교더리브,0,172,17,1,1,0,3,2,323789,103000,140000,3023,4109,10억 3000~14억,(3023~4109만원/3.3㎡),6억,(1761만원/3.3㎡),43~58%,5000/250,5000.0,250.0,5000.0,250.0,9.9%,0.6%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,저층,2025-03-11 22:19:39,34,6207,103000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,122000.0,101032.25806451614,64500.0,113000.0,97378.57142857143,70500.0,113000.0,101260.0,70500.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,50.0,-23.703703703703706%,59.68992248062015%,-11.587982832618026%,0.0%
2512886297,136913,광교더리브,아파트,매매,20/24,SAME,False,12억,,112E,34E,112,84,남동향,2025-03-11,뷰가 뻥뚫린 로얄층 주인거주 깨끗한집 보시고 판단,['15년이내' '방세개' '화장실두개' '고층'],6203동,3,12억,12억,부동산114,https://www.r114.com/z/depot/public/ArticleFromNbp.r114?UID=2512886297,37.288744,127.063521,바른부동산중개L,광교더리브,0,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,고층,2025-03-11 22:19:39,34,6203,120000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,76.5625,-11.111111111111116%,86.04651162790698%,3.0042918454935563%,19.999999999999996%
2512284170,136913,광교더리브,아파트,매매,16/27,SAME,False,11억 8000,,112E,34E,112,84,남서향,2025-03-08,추천판상형일조량좋고 앞이 탁트인뷰 굿중앙공원및호수공원인접,['15년이내' '방세개' '화장실두개' '중층'],6207동,8,11억 8000,11억 8000,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512284170,37.289489,127.063659,광교오드사랑(단지내)공인중개사사무소,광교더리브,3,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39,34,6207,118000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,73.4375,-12.592592592592588%,82.94573643410853%,1.2875536480686733%,17.999999999999993%
2512240763,136913,광교더리브,아파트,매매,1/27,SAME,False,10억,,112E,34E,112,84,남동향,2025-03-08,깨끗이 관리잘된 집 층간소음 거정없는 집,['15년이내' '1층' '방세개' '화장실두개'],6207동,2,10억,10억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2512240763,37.289489,127.063659,광교삼성래미안공인중개사사무소,광교더리브,3,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,1층,2025-03-11 22:19:39,34,6207,100000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,46.103896103896105,-25.92592592592593%,55.038759689922486%,-14.163090128755362%,0.0%
2511381409,136913,광교더리브,아파트,매매,18/27,SAME,False,12억,,112E,34E,112,84,남서향,2025-03-05,언제든입주가능 선호하는 판상형 해잘들고 깨끗한집 ,['15년이내' '방세개' '화장실두개' '중층'],6208동,2,12억,12억,매경부동산,http://land.mk.co.kr/rd/rd.php?UID=2511381409,37.289879,127.063419,광교더리브 공인중개사사무소,광교더리브,6,302,29,5,1,0,3,2,323370,100000,130000,2938,3820,10억~13억,(2938~3820만원/3.3㎡),5억 9000~7억,(1734~2057만원/3.3㎡),45~70%,3억/150,30000.0,150.0,30000.0,150.0,9.6%,0.3%,0.0%,kbstar,2025-03-07,116500,109000,100000,0,65500,61000,58000,0,0,0,0,65500,61000,58000,0,56~58%,중층,2025-03-11 22:19:39,34,6208,120000,135000,2022-01-19,103468.61842105263,103000.0,64500,2021-03-09,121000,2024-08-13,99332.94736842105,100000.0,70500,2024-03-29,121000,2024-08-13,103308.95833333333,103550.0,70500,2024-03-29,135000.0,105147.0,85000.0,121000.0,100881.69811320755,86000.0,121000.0,104240.30303030302,92800.0,637,30,0,0,0,30,0,0,27,19,2013-11-04,9,112.64,99.19,58,2,6,0,182,11,927,1.45,"(주)대우건설,(주)이테크건설","99A㎡, 99B㎡, 112E㎡, 112D㎡",9.1%,0.3%,0.9%,산의초등학교,9,2025-03-04,112000,25,103000.0,76.5625,-11.111111111111116%,86.04651162790698%,3.0042918454935563%,19.999999999999996%
